name,city,state,zipcode,country,cuisines,pickup_enabled,delivery_enabled,weighted_rating_value,aggregated_rating_count
Wing Boss,Solvang,CA,93463,US, Spicy Chicken,True,True,2.0,10
Wing Boss,Solvang,CA,93463,US, Wings,True,True,2.0,10
Miyo's,Columbia,SC,29212,US,Asian,False,True,3.0,3
Miyo's,Columbia,SC,29212,US, Chicken,False,True,3.0,3
Miyo's,Columbia,SC,29212,US, Chinese,False,True,3.0,3
Miyo's,Columbia,SC,29212,US, Japanese,False,True,3.0,3
Miyo's,Columbia,SC,29212,US, Salad,False,True,3.0,3
Miyo's,Columbia,SC,29212,US, Seafood,False,True,3.0,3
Miyo's,Columbia,SC,29212,US, Soup,False,True,3.0,3
Miyo's,Columbia,SC,29212,US, Sushi,False,True,3.0,3
Miyo's,Columbia,SC,29212,US, Thai,False,True,3.0,3
Miyo's,Columbia,SC,29212,US, Vietnamese,False,True,3.0,3
Miyo's,Columbia,SC,29212,US, Wings,False,True,3.0,3
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA,Arabian,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Beau,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Bon,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Local,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Bistro,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Chicken,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Diner,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Donair,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Dîner,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, European,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Européen,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Family Meals,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Food & Drinks,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Grec,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Greek,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, International,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Local Goods,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Lunch,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Mediterranean,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Middle Eastern,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Moyen-Oriental,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Méditerranéen,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Nourriture Et Boissons,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Pitas,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Poulet,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Repas Familial,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Sandwiches & Subs,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Sandwichs Et Sous-Marins,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Vegetarian,True,True,4.6,24
Elyo Shawarma,Gatineau,QC,J8T 5T7,CA, Végétarien,True,True,4.6,24
The Saffron Biryani,Jersey City,NJ,7306,US,Chicken,True,True,2.5,63
The Saffron Biryani,Jersey City,NJ,7306,US, Coffee And Tea,True,True,2.5,63
The Saffron Biryani,Jersey City,NJ,7306,US, Dessert,True,True,2.5,63
The Saffron Biryani,Jersey City,NJ,7306,US, Indian,True,True,2.5,63
The Saffron Biryani,Jersey City,NJ,7306,US, Seafood,True,True,2.5,63
The Saffron Biryani,Jersey City,NJ,7306,US, Soup,True,True,2.5,63
The Saffron Biryani,Jersey City,NJ,7306,US, Vegetarian,True,True,2.5,63
Wing King,Oshawa,ON,L1H 3T6,CA,Ailes,True,True,1.6,77
Wing King,Oshawa,ON,L1H 3T6,CA, Alcohol,True,True,1.6,77
Wing King,Oshawa,ON,L1H 3T6,CA, Alcool,True,True,1.6,77
Wing King,Oshawa,ON,L1H 3T6,CA, American,True,True,1.6,77
Wing King,Oshawa,ON,L1H 3T6,CA, Beer,True,True,1.6,77
Wing King,Oshawa,ON,L1H 3T6,CA, Bière,True,True,1.6,77
Wing King,Oshawa,ON,L1H 3T6,CA, Burgers,True,True,1.6,77
Wing King,Oshawa,ON,L1H 3T6,CA, Chicken,True,True,1.6,77
Wing King,Oshawa,ON,L1H 3T6,CA, Dîner,True,True,1.6,77
Wing King,Oshawa,ON,L1H 3T6,CA, Hamburgers,True,True,1.6,77
Wing King,Oshawa,ON,L1H 3T6,CA, Lunch,True,True,1.6,77
Wing King,Oshawa,ON,L1H 3T6,CA, Offers,True,True,1.6,77
Wing King,Oshawa,ON,L1H 3T6,CA, Offres,True,True,1.6,77
Wing King,Oshawa,ON,L1H 3T6,CA, Poulet,True,True,1.6,77
Wing King,Oshawa,ON,L1H 3T6,CA, Sandwiches,True,True,1.6,77
Wing King,Oshawa,ON,L1H 3T6,CA, Vin,True,True,1.6,77
Wing King,Oshawa,ON,L1H 3T6,CA, Wine,True,True,1.6,77
Wing King,Oshawa,ON,L1H 3T6,CA, Wings,True,True,1.6,77
Don Calzone,San Antonio,TX,78228,US,American,True,True,1.9,31
Don Calzone,San Antonio,TX,78228,US, Halal,True,True,1.9,31
Don Calzone,San Antonio,TX,78228,US, Italian,True,True,1.9,31
Don Calzone,San Antonio,TX,78228,US, Pizza,True,True,1.9,31
Wow Bao,Williamsport,PA,17701,US,Asian,False,True,2.8,22
Wow Bao,Williamsport,PA,17701,US, Chinese,False,True,2.8,22
Super Mega Dilla,Parker,CO,80134,US,Burritos,True,True,2.6,20
Super Mega Dilla,Parker,CO,80134,US, Late Night,True,True,2.6,20
Super Mega Dilla,Parker,CO,80134,US, Mexican,True,True,2.6,20
Super Mega Dilla,Parker,CO,80134,US, New American,True,True,2.6,20
Super Mega Dilla,Parker,CO,80134,US, Tacos,True,True,2.6,20
Super Mega Dilla,Parker,CO,80134,US, Tex Mex,True,True,2.6,20
Super Mega Dilla,Parker,CO,80134,US, Tex-Mex,True,True,2.6,20
The Burger Experience,Columbus,GA,31901,US,American,False,True,2.9,24
The Burger Experience,Columbus,GA,31901,US, Burgers,False,True,2.9,24
The Burger Experience,Columbus,GA,31901,US, Comfort Food,False,True,2.9,24
Hungry Howie's,Gainesville,FL,32608,US,American,False,True,4.7,93
Hungry Howie's,Gainesville,FL,32608,US, Chicken,False,True,4.7,93
Hungry Howie's,Gainesville,FL,32608,US, Desserts,False,True,4.7,93
Hungry Howie's,Gainesville,FL,32608,US, Healthy,False,True,4.7,93
Hungry Howie's,Gainesville,FL,32608,US, Italian,False,True,4.7,93
Hungry Howie's,Gainesville,FL,32608,US, Pasta,False,True,4.7,93
Hungry Howie's,Gainesville,FL,32608,US, Pizza,False,True,4.7,93
Hungry Howie's,Gainesville,FL,32608,US, Salad,False,True,4.7,93
Hungry Howie's,Gainesville,FL,32608,US, Salads,False,True,4.7,93
Hungry Howie's,Gainesville,FL,32608,US, Sandwich,False,True,4.7,93
Hungry Howie's,Gainesville,FL,32608,US, Sandwiches,False,True,4.7,93
Hungry Howie's,Gainesville,FL,32608,US, Wings,False,True,4.7,93
Golden Fingers,Minneapolis,MN,55404,US,Black-Owned,True,True,3.0,212
Golden Fingers,Minneapolis,MN,55404,US, Dinner,True,True,3.0,212
Golden Fingers,Minneapolis,MN,55404,US, Fried Chicken,True,True,3.0,212
Golden Fingers,Minneapolis,MN,55404,US, Greek,True,True,3.0,212
Golden Fingers,Minneapolis,MN,55404,US, Greek Food,True,True,3.0,212
Golden Fingers,Minneapolis,MN,55404,US, Indian,True,True,3.0,212
Golden Fingers,Minneapolis,MN,55404,US, Indian Food,True,True,3.0,212
Golden Fingers,Minneapolis,MN,55404,US, Lunch,True,True,3.0,212
Golden Fingers,Minneapolis,MN,55404,US, Mediterranean,True,True,3.0,212
Golden Fingers,Minneapolis,MN,55404,US, Mediterranean Food,True,True,3.0,212
Golden Fingers,Minneapolis,MN,55404,US, Middle Eastern Food,True,True,3.0,212
Golden Fingers,Minneapolis,MN,55404,US, Salads,True,True,3.0,212
Golden Fingers,Minneapolis,MN,55404,US, Sandwiches,True,True,3.0,212
Golden Fingers,Minneapolis,MN,55404,US, Subs & Sandwiches,True,True,3.0,212
Golden Fingers,Minneapolis,MN,55404,US, Wings,True,True,3.0,212
Off The Grill & Seafood,Cleveland,OH,44120,US,American,True,True,3.3,71
Off The Grill & Seafood,Cleveland,OH,44120,US, Coffee and Tea,True,True,3.3,71
Off The Grill & Seafood,Cleveland,OH,44120,US, Fish And Chips,True,True,3.3,71
Off The Grill & Seafood,Cleveland,OH,44120,US, Hot Dogs,True,True,3.3,71
Off The Grill & Seafood,Cleveland,OH,44120,US, Salads,True,True,3.3,71
Off The Grill & Seafood,Cleveland,OH,44120,US, Sandwiches,True,True,3.3,71
Off The Grill & Seafood,Cleveland,OH,44120,US, Seafood,True,True,3.3,71
Off The Grill & Seafood,Cleveland,OH,44120,US, Subs,True,True,3.3,71
Super Mega Dilla,Wichita,KS,67209,US,Mexican,False,True,2.7,46
Super Mega Dilla,Wichita,KS,67209,US, New American,False,True,2.7,46
Super Mega Dilla,Wichita,KS,67209,US, Tex Mex,False,True,2.7,46
Big G's Pizza & Wings,Greenville,SC,29605,US,Calzones,True,True,2.5,10
Big G's Pizza & Wings,Greenville,SC,29605,US, Pizza,True,True,2.5,10
Big G's Pizza & Wings,Greenville,SC,29605,US, Salads,True,True,2.5,10
Andy's Garage - Minneapolis,Minneapolis,MN,55407,US,American,True,True,4.7,178
Andy's Garage - Minneapolis,Minneapolis,MN,55407,US, American (Traditional),True,True,4.7,178
Andy's Garage - Minneapolis,Minneapolis,MN,55407,US, Breakfast,True,True,4.7,178
Andy's Garage - Minneapolis,Minneapolis,MN,55407,US, Breakfast & Brunch,True,True,4.7,178
Andy's Garage - Minneapolis,Minneapolis,MN,55407,US, Burger,True,True,4.7,178
Andy's Garage - Minneapolis,Minneapolis,MN,55407,US, Burgers,True,True,4.7,178
Andy's Garage - Minneapolis,Minneapolis,MN,55407,US, Comfort Food,True,True,4.7,178
Andy's Garage - Minneapolis,Minneapolis,MN,55407,US, Desserts,True,True,4.7,178
Andy's Garage - Minneapolis,Minneapolis,MN,55407,US, Diners,True,True,4.7,178
Andy's Garage - Minneapolis,Minneapolis,MN,55407,US, Mexican,True,True,4.7,178
Andy's Garage - Minneapolis,Minneapolis,MN,55407,US, Salads,True,True,4.7,178
Andy's Garage - Minneapolis,Minneapolis,MN,55407,US, Sandwiches,True,True,4.7,178
Andy's Garage - Minneapolis,Minneapolis,MN,55407,US, Taco,True,True,4.7,178
Andy's Garage - Minneapolis,Minneapolis,MN,55407,US, Tacos,True,True,4.7,178
Popeyes Louisiana Kitchen,Shreveport,LA,71106,US,American,False,True,2.9,10
Popeyes Louisiana Kitchen,Shreveport,LA,71106,US, Comfort Food,False,True,2.9,10
Popeyes Louisiana Kitchen,Shreveport,LA,71106,US, Fast Food,False,True,2.9,10
Jalebi Junction🌀,Toronto,ON,M6J 1E3,CA,Desserts,True,True,2.2,19
Jalebi Junction🌀,Toronto,ON,M6J 1E3,CA, Indian,True,True,2.2,19
Jalebi Junction🌀,Toronto,ON,M6J 1E3,CA, Vegetarian,True,True,2.2,19
Burger King,Sandy,OR,97055,US,American,True,True,3.7,28
Burger King,Sandy,OR,97055,US, Burger,True,True,3.7,28
Burger King,Sandy,OR,97055,US, Family Meals,True,True,3.7,28
Burger King,Sandy,OR,97055,US, Fast Food,True,True,3.7,28
Chevron Extramile,Rancho Cordova,CA,95670,US,Alcohol,True,True,4.2,58
Chevron Extramile,Rancho Cordova,CA,95670,US, Beer,True,True,4.2,58
Chevron Extramile,Rancho Cordova,CA,95670,US, Wine & Spirits,True,True,4.2,58
Chevron Extramile,Rancho Cordova,CA,95670,US, Candy,True,True,4.2,58
Chevron Extramile,Rancho Cordova,CA,95670,US, Candy Stores,True,True,4.2,58
Chevron Extramile,Rancho Cordova,CA,95670,US, Cold Beers,True,True,4.2,58
Chevron Extramile,Rancho Cordova,CA,95670,US, Convenience,True,True,4.2,58
Chevron Extramile,Rancho Cordova,CA,95670,US, Drinks,True,True,4.2,58
Chevron Extramile,Rancho Cordova,CA,95670,US, Everyday Essentials,True,True,4.2,58
Chevron Extramile,Rancho Cordova,CA,95670,US, Grocery,True,True,4.2,58
Chevron Extramile,Rancho Cordova,CA,95670,US, Grocery Items,True,True,4.2,58
Chevron Extramile,Rancho Cordova,CA,95670,US, Home & Personal Care,True,True,4.2,58
Chevron Extramile,Rancho Cordova,CA,95670,US, Home &Amp; Personal Care,True,True,4.2,58
Chevron Extramile,Rancho Cordova,CA,95670,US, Ice Cream,True,True,4.2,58
Chevron Extramile,Rancho Cordova,CA,95670,US, Juice,True,True,4.2,58
Chevron Extramile,Rancho Cordova,CA,95670,US, Pharmacy,True,True,4.2,58
Chevron Extramile,Rancho Cordova,CA,95670,US, Snacks,True,True,4.2,58
Chevron Extramile,Rancho Cordova,CA,95670,US, Wine,True,True,4.2,58
Petro-Canada,Longueuil,QC,J4V,CA,Convenience,True,True,4.5,47
Petro-Canada,Longueuil,QC,J4V,CA, Everyday Essentials,True,True,4.5,47
Petro-Canada,Longueuil,QC,J4V,CA, Grocery,True,True,4.5,47
Petro-Canada,Longueuil,QC,J4V,CA, Home & Personal Care,True,True,4.5,47
Petro-Canada,Longueuil,QC,J4V,CA, Home &Amp; Personal Care,True,True,4.5,47
Petro-Canada,Longueuil,QC,J4V,CA, Nestle 4 Pour 2,True,True,4.5,47
Petro-Canada,Longueuil,QC,J4V,CA, Nestle Buy 2 Get 2,True,True,4.5,47
Petro-Canada,Longueuil,QC,J4V,CA, Offers,True,True,4.5,47
Petro-Canada,Longueuil,QC,J4V,CA, Offres,True,True,4.5,47
Petro-Canada,Longueuil,QC,J4V,CA, Snacks,True,True,4.5,47
Starbucks,Humble,TX,77346,US,Bakery,False,True,4.9,32
Starbucks,Humble,TX,77346,US, Breakfast And Brunch,False,True,4.9,32
Starbucks,Humble,TX,77346,US, Cafe,False,True,4.9,32
Starbucks,Humble,TX,77346,US, Coffee &Amp; Tea,False,True,4.9,32
Starbucks,Humble,TX,77346,US, Cold Coffees,False,True,4.9,32
Starbucks,Humble,TX,77346,US, Cold Drinks,False,True,4.9,32
Starbucks,Humble,TX,77346,US, Frappuccino Blended Beverages,False,True,4.9,32
Starbucks,Humble,TX,77346,US, Frappuccino® Blended Beverages,False,True,4.9,32
Starbucks,Humble,TX,77346,US, Group Friendly,False,True,4.9,32
Starbucks,Humble,TX,77346,US, Hot Breakfast,False,True,4.9,32
Starbucks,Humble,TX,77346,US, Hot Coffees,False,True,4.9,32
Starbucks,Humble,TX,77346,US, Hot Drinks,False,True,4.9,32
Starbucks,Humble,TX,77346,US, Hot Teas,False,True,4.9,32
Starbucks,Humble,TX,77346,US, Iced Teas,False,True,4.9,32
Starbucks,Humble,TX,77346,US, Lunch,False,True,4.9,32
Starbucks,Humble,TX,77346,US, Snacks & Sweets,False,True,4.9,32
Starbucks,Humble,TX,77346,US, Whole Bean,False,True,4.9,32
Kin Dee Seattle,Seattle,WA,98112,US,Asian,True,True,5.0,185
Kin Dee Seattle,Seattle,WA,98112,US, Asian Fusion,True,True,5.0,185
Kin Dee Seattle,Seattle,WA,98112,US, Coffee,True,True,5.0,185
Kin Dee Seattle,Seattle,WA,98112,US, Curry,True,True,5.0,185
Kin Dee Seattle,Seattle,WA,98112,US, Dinner,True,True,5.0,185
Kin Dee Seattle,Seattle,WA,98112,US, Lunch,True,True,5.0,185
Kin Dee Seattle,Seattle,WA,98112,US, Noodles,True,True,5.0,185
Kin Dee Seattle,Seattle,WA,98112,US, Otsumami,True,True,5.0,185
Kin Dee Seattle,Seattle,WA,98112,US, Salad,True,True,5.0,185
Kin Dee Seattle,Seattle,WA,98112,US, Soup,True,True,5.0,185
Kin Dee Seattle,Seattle,WA,98112,US, Sushi,True,True,5.0,185
Kin Dee Seattle,Seattle,WA,98112,US, Thai,True,True,5.0,185
Kin Dee Seattle,Seattle,WA,98112,US, Vegan,True,True,5.0,185
Starbucks,Orange Park,FL,32073,US,Bakery,False,True,4.3,30
Starbucks,Orange Park,FL,32073,US, Breakfast And Brunch,False,True,4.3,30
Starbucks,Orange Park,FL,32073,US, Cafe,False,True,4.3,30
Starbucks,Orange Park,FL,32073,US, Coffee & Tea,False,True,4.3,30
Starbucks,Orange Park,FL,32073,US, Coffee &Amp; Tea,False,True,4.3,30
Starbucks,Orange Park,FL,32073,US, Cold Coffees,False,True,4.3,30
Starbucks,Orange Park,FL,32073,US, Cold Drinks,False,True,4.3,30
Starbucks,Orange Park,FL,32073,US, Frappuccino Blended Beverages,False,True,4.3,30
Starbucks,Orange Park,FL,32073,US, Frappuccino® Blended Beverages,False,True,4.3,30
Starbucks,Orange Park,FL,32073,US, Hot Breakfast,False,True,4.3,30
Starbucks,Orange Park,FL,32073,US, Hot Coffees,False,True,4.3,30
Starbucks,Orange Park,FL,32073,US, Hot Drinks,False,True,4.3,30
Starbucks,Orange Park,FL,32073,US, Hot Teas,False,True,4.3,30
Starbucks,Orange Park,FL,32073,US, Iced Teas,False,True,4.3,30
Starbucks,Orange Park,FL,32073,US, Lunch,False,True,4.3,30
Starbucks,Orange Park,FL,32073,US, Snacks & Sweets,False,True,4.3,30
Starbucks,Orange Park,FL,32073,US, VIA Instant,False,True,4.3,30
Starbucks,Orange Park,FL,32073,US, VIA® Instant,False,True,4.3,30
Starbucks,Orange Park,FL,32073,US, Whole Bean,False,True,4.3,30
Pizza Slices by Cono,Glassboro,NJ,8028,US,Dessert,False,True,2.0,72
Pizza Slices by Cono,Glassboro,NJ,8028,US, Hawaiian,False,True,2.0,72
Pizza Slices by Cono,Glassboro,NJ,8028,US, Pizza,False,True,2.0,72
Jamaican Jerk Kitchen,Lakeland,FL,33805,US,Allergy Friendly,True,True,4.0,10
Jamaican Jerk Kitchen,Lakeland,FL,33805,US, Caribbean,True,True,4.0,10
Jamaican Jerk Kitchen,Lakeland,FL,33805,US, Chicken,True,True,4.0,10
Jamaican Jerk Kitchen,Lakeland,FL,33805,US, Dinner,True,True,4.0,10
Jamaican Jerk Kitchen,Lakeland,FL,33805,US, Jamaican,True,True,4.0,10
Jamaican Jerk Kitchen,Lakeland,FL,33805,US, Latin American,True,True,4.0,10
Jamaican Jerk Kitchen,Lakeland,FL,33805,US, Seafood,True,True,4.0,10
Jamaican Jerk Kitchen,Lakeland,FL,33805,US, Snacks,True,True,4.0,10
Maa's Indian Kitchen,Sea Cliff,NY,11579,US,Asian,True,True,3.8,5
Maa's Indian Kitchen,Sea Cliff,NY,11579,US, Chicken,True,True,3.8,5
Maa's Indian Kitchen,Sea Cliff,NY,11579,US, Curry,True,True,3.8,5
Maa's Indian Kitchen,Sea Cliff,NY,11579,US, Indian,True,True,3.8,5
Maa's Indian Kitchen,Sea Cliff,NY,11579,US, Seafood,True,True,3.8,5
Oak & Stone,Bradenton,FL,34201,US,American,True,True,3.0,30
Oak & Stone,Bradenton,FL,34201,US, Fast Food,True,True,3.0,30
Oak & Stone,Bradenton,FL,34201,US, Pizza,True,True,3.0,30
Petro-Canada,Coquitlam,BC,V3K,CA,Ben & Jerry's,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Café/Thé,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Coffee/Tea,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Convenience,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Cool Treats,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Crème Glacée,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Crèmerie,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Dessert,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Desserts,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Drinks,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Dépanneur,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Everyday Essentials,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Food & Drinks,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Fringales Nocturnes,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Grocery,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Gâteries Rafraîchissantes,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Home & Personal Care,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Ice Cream,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Ice Cream & Frozen Treats,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Late Night Cravings,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Nestle 4 Pour 2,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Nestle Buy 2 Get 2,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Nourriture Et Boissons,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Offers,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Offres,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Pepsi,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Snacks,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Soup,True,True,3.8,1
Petro-Canada,Coquitlam,BC,V3K,CA, Soupe,True,True,3.8,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US,American,True,True,3.0,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US, Breakfast,True,True,3.0,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US, Breakfast And Brunch,True,True,3.0,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US, Dessert,True,True,3.0,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US, Dinner,True,True,3.0,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US, Fresh Fruits,True,True,3.0,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US, Gluten-Free,True,True,3.0,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US, Healthy,True,True,3.0,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US, Juice And Smoothies,True,True,3.0,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US, Keto,True,True,3.0,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US, Kids Friendly,True,True,3.0,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US, Low Carb,True,True,3.0,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US, Low Fat,True,True,3.0,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US, Lunch,True,True,3.0,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US, Shakes,True,True,3.0,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US, Smoothie,True,True,3.0,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US, Smoothies And Juices,True,True,3.0,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US, Snacks,True,True,3.0,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US, Vegan,True,True,3.0,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US, Vegetarian,True,True,3.0,1
The Salad Snob- Fremont,Fremont,CA,94538,US,American,True,True,2.6,89
The Salad Snob- Fremont,Fremont,CA,94538,US, Chicken,True,True,2.6,89
The Salad Snob- Fremont,Fremont,CA,94538,US, Dessert,True,True,2.6,89
The Salad Snob- Fremont,Fremont,CA,94538,US, Fast Food,True,True,2.6,89
The Salad Snob- Fremont,Fremont,CA,94538,US, Healthy,True,True,2.6,89
The Salad Snob- Fremont,Fremont,CA,94538,US, Salad,True,True,2.6,89
The Salad Snob- Fremont,Fremont,CA,94538,US, Salads,True,True,2.6,89
The Salad Snob- Fremont,Fremont,CA,94538,US, Sandwich,True,True,2.6,89
The Salad Snob- Fremont,Fremont,CA,94538,US, Smoothies And Juices,True,True,2.6,89
The Salad Snob- Fremont,Fremont,CA,94538,US, Vegan,True,True,2.6,89
The Salad Snob- Fremont,Fremont,CA,94538,US, Wraps,True,True,2.6,89
A&w,Waterloo,ON,N2J,CA,American,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Breakfast & Brunch,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Breakfast &Amp; Brunch,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Breakfast And Brunch,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Burgers,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Canadian,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Canadien,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Chicken,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Déjeuner Et Brunch,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Ete2022,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Family Meals,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Fast Food,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Hamburgers,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Locally Sourced,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Poulet,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Prêt-À-Manger,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Repas Familial,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Sandwiches,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Sandwiches & Subs,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Sandwichs Et Sous-Marins,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Source Locale,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Summer2022,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Vegetarian,True,True,4.8,11
A&w,Waterloo,ON,N2J,CA, Végétarien,True,True,4.8,11
Dairyland Brew Pub,Appleton,WI,54911,US,American,True,True,3.4,133
Dairyland Brew Pub,Appleton,WI,54911,US, American Food,True,True,3.4,133
Dairyland Brew Pub,Appleton,WI,54911,US, Bar/Pub Food,True,True,3.4,133
Dairyland Brew Pub,Appleton,WI,54911,US, Burgers,True,True,3.4,133
Dairyland Brew Pub,Appleton,WI,54911,US, Free Delivery,True,True,3.4,133
Dairyland Brew Pub,Appleton,WI,54911,US, Pizza,True,True,3.4,133
Dairyland Brew Pub,Appleton,WI,54911,US, Sandwiches,True,True,3.4,133
Dairyland Brew Pub,Appleton,WI,54911,US, Subs & Sandwiches,True,True,3.4,133
